Rank,Rank100,Rank300,Rank500,Player,@001nic2nÏco3vöe,Age,Points,TournamentPlayed,Weightkg,Heightcm,Win,Lose,Prizemoney,Aces,DoubleFaults,@1stServe,@1stServePointsWon,@2ndServePointsWon,BreakPointsFaced,BreakPointsSaved,ServiceGamesPlayed,ServiceGamesWon,TotalServicePointsWon,@1stServeReturnPointsWon,@2ndServeReturnPointsWon,BreakPointsOpportunities,BreakPointsConverted,ReturnGamesPlayed,ReturnGamesWon,ReturnPointsWon,TotalPointsWon,VAR00001
989,10,4,2,Siddharth Vishwakarma,1,28,11,7,74.0,191,0,0,2827,,,,,,,,,,,,,,,,,,, 
990,10,4,2,Jeremy Jin,1,18,11,9,75.0,178,0,0,3460,,,,,,,,,,,,,,,,,,, 
991,10,4,2,Lukas Lacko,1,35,11,11,87.0,188,0,0,57858,,,,,,,,,,,,,,,,,,, 
992,10,4,2,Lorenzo Bresciani,1,22,11,12,,,0,0,3856,,,,,,,,,,,,,,,,,,, 
993,10,4,2,Jasza Szajrych,1,20,11,12,,,0,0,3765,,,,,,,,,,,,,,,,,,, 
994,10,4,2,Tobias Franco,1,20,11,12,82.0,178,0,0,3965,,,,,,,,,,,,,,,,,,, 
995,10,4,2,Ji Hoon Son,1,28,11,14,74.0,180,0,0,4149,,,,,,,,,,,,,,,,,,, 
996,10,4,2,Fabio Coelho,1,22,11,14,68.0,175,0,0,5359,,,,,,,,,,,,,,,,,,, 
997,10,4,2,Guy Orly Iradukunda,1,26,11,15,76.0,,0,0,3911,,,,,,,,,,,,,,,,,,, 
998,10,4,2,Sebastian Sorger,1,17,11,15,,,0,0,4458,,,,,,,,,,,,,,,,,,, 
999,10,4,2,Ignasi De Rueda De Genover,1,24,11,17,75.0,183,0,0,4796,,,,,,,,,,,,,,,,,,, 
1000,10,4,2,Isaiah Strode,1,25,11,17,75.0,183,0,0,4636,,,,,,,,,,,,,,,,,,, 
1001,10,4,3,Sarp Agabigun,1,25,11,17,75.0,178,0,0,4386,,,,,,,,,,,,,,,,,,, 
1002,10,4,3,Tim Sandkaulen,1,24,11,17,78.0,178,0,0,5420,,,,,,,,,,,,,,,,,,, 
1003,10,4,3,Alejandro Mendoza,1,32,11,17,80.0,183,0,0,4146,,,,,,,,,,,,,,,,,,, 
1004,10,4,3,Martin Breysach,1,20,11,18,82.0,185,0,0,4593,,,,,,,,,,,,,,,,,,, 
1005,10,4,3,Ben Jones,1,24,11,19,85.0,193,0,0,5611,,,,,,,,,,,,,,,,,,, 
1006,10,4,3,Luca Castagnola,1,20,11,19,72.0,183,0,0,5857,,,,,,,,,,,,,,,,,,, 
1007,10,4,3,Wissam Abderrahman,1,19,11,21,,,0,0,4648,,,,,,,,,,,,,,,,,,, 
1008,10,4,3,Aleksandr Nedovyesov,1,35,10,1,81.0,193,0,0,11370,,,,,,,,,,,,,,,,,,, 
1009,10,4,3,Yan Bai,1,33,10,4,80.0,185,0,0,1944,,,,,,,,,,,,,,,,,,, 
1009,10,4,3,Kenny Bun,1,32,10,4,,,0,0,2031,,,,,,,,,,,,,,,,,,, 
1011,10,4,3,Finn Reynolds,1,22,10,4,,,0,0,2178,,,,,,,,,,,,,,,,,,, 
1012,10,4,3,Hong Chung,1,29,10,5,76.0,170,0,0,2774,,,,,,,,,,,,,,,,,,, 
1013,10,4,3,Mehluli Don Ayanda Sibanda,0,23,10,5,70.0,173,0,1,2100,,,,,,,,,,,,,,,,,,, 
1014,10,4,3,Uladzimir Ignatik,1,32,10,5,82.0,183,0,0,2540,,,,,,,,,,,,,,,,,,, 
1015,10,4,3,Hikaru Shiraishi,1,22,10,5,60.0,168,0,0,2097,,,,,,,,,,,,,,,,,,, 
1016,10,4,3,Francisco Pini,1,19,10,6,82.0,188,0,0,2292,,,,,,,,,,,,,,,,,,, 
1017,10,4,3,Ze Zhang,1,32,10,6,85.0,188,0,0,2301,,,,,,,,,,,,,,,,,,, 
1018,10,4,3,Gilles Arnaud Bailly,3,17,10,6,78.0,180,0,1,9342,2,6,.62,.65,.45,18,.72,17.000,.71,.57,.19,.58,5,1.00,17.000,.29,.38,.49, 
1019,10,4,3,Francisco Rocha,1,23,10,6,80.0,185,0,0,2861,,,,,,,,,,,,,,,,,,, 
1020,10,4,3,Andrea Bacaloni,1,20,10,7,80.0,178,0,0,2516,,,,,,,,,,,,,,,,,,, 
1021,10,4,3,Lucas Renard,1,30,10,7,83.0,183,0,0,2684,,,,,,,,,,,,,,,,,,, 
1022,10,4,3,Yunseok Jang,1,19,10,8,75.0,180,0,0,2895,,,,,,,,,,,,,,,,,,, 
1022,10,4,3,John Chin,1,19,10,8,,,0,0,2827,,,,,,,,,,,,,,,,,,, 
1024,10,4,3,Gianni Ross,1,23,10,8,70.0,180,0,0,3495,,,,,,,,,,,,,,,,,,, 
1025,10,4,3,Juan Carlos Aguilar,1,24,10,8,66.0,168,0,0,9583,,,,,,,,,,,,,,,,,,, 
1026,10,4,3,Admir Kalender,1,21,10,9,,,0,0,3231,,,,,,,,,,,,,,,,,,, 
1027,10,4,3,Jeremy Beale,1,28,10,9,83.0,193,0,0,4820,,,,,,,,,,,,,,,,,,, 
1028,10,4,3,William Jansen,1,18,10,9,83.0,188,0,0,3701,,,,,,,,,,,,,,,,,,, 
1028,10,4,3,Ryotero Matsumura,1,26,10,9,,,0,0,3243,,,,,,,,,,,,,,,,,,, 
1030,10,4,3,Jack Anthrop,1,19,10,10,,,0,0,3380,,,,,,,,,,,,,,,,,,, 
1031,10,4,3,Fnu Nidunjianzan,1,18,10,11,,,0,0,3669,,,,,,,,,,,,,,,,,,, 
1032,10,4,3,Dax Donders,1,22,10,11,66.0,178,0,0,2878,,,,,,,,,,,,,,,,,,, 
1033,10,4,3,Julian Cash,1,26,10,11,81.0,188,,,,,,,,,,,,,,,,,,,,,, 
1034,10,4,3,Ishaque Eqbal,1,24,10,12,,,0,0,3402,,,,,,,,,,,,,,,,,,, 
1035,10,4,3,Gian Marco Ortenzi,1,22,10,13,80.0,183,0,0,3247,,,,,,,,,,,,,,,,,,, 
1036,10,4,3,Jacob Bradshaw,1,20,10,14,82.0,188,0,0,3679,,,,,,,,,,,,,,,,,,, 
1037,10,4,3,Lautaro Agustin Falabella,1,24,10,14,70.0,175,0,0,3730,,,,,,,,,,,,,,,,,,, 
1038,10,4,3,Michal Mikula,1,22,10,15,85.0,183,0,0,3630,,,,,,,,,,,,,,,,,,, 
1039,10,4,3,Mateo Gomez,1,20,10,16,,,0,0,5418,,,,,,,,,,,,,,,,,,, 
1040,10,4,3,Gabriel Evans,1,26,10,16,79.0,178,0,0,4240,,,,,,,,,,,,,,,,,,, 
1041,10,4,3,Adil Kalyanpur,1,22,10,17,81.0,188,0,0,4389,,,,,,,,,,,,,,,,,,, 
1042,10,4,3,Michael Zhu,1,30,10,19,77.0,175,0,0,4106,,,,,,,,,,,,,,,,,,, 
1043,10,4,3,Tommy Robredo,3,40,9,2,75.0,180,0,1,12941,0,1,.64,.45,.38,5,.00,7.000,.29,.42,.21,.47,1,.00,7.000,.00,.31,.37, 
1044,10,4,3,Lucio Ratti,1,18,9,4,73.0,183,0,0,2176,,,,,,,,,,,,,,,,,,, 
1045,10,4,3,Jannik Opitz,1,24,9,5,95.0,193,0,0,2102,,,,,,,,,,,,,,,,,,, 
1045,10,4,3,Woobin Shin,1,18,9,5,76.0,185,0,0,2306,,,,,,,,,,,,,,,,,,, 
1045,10,4,3,Sora Fukuda,1,25,9,5,72.0,180,0,0,2274,,,,,,,,,,,,,,,,,,, 
1048,10,4,3,Andre Ilagan,1,22,9,5,64.0,173,0,0,2248,,,,,,,,,,,,,,,,,,, 
1049,10,4,3,Matt Kuhar,1,26,9,6,70.0,178,0,0,2534,,,,,,,,,,,,,,,,,,, 
1050,10,4,3,Patrick Brady,1,18,9,6,70.0,183,0,0,3010,,,,,,,,,,,,,,,,,,, 
1051,10,4,3,Edas Butvilas,0,18,9,7,78.0,191,0,2,1859,,,,,,,,,,,,,,,,,,, 
1052,10,4,3,Dan Martin,1,23,9,7,70.0,175,0,0,2148,,,,,,,,,,,,,,,,,,, 
1053,10,4,3,Lorenzo Esquici,1,19,9,8,83.0,183,0,0,3021,,,,,,,,,,,,,,,,,,, 
1053,10,4,3,Dylan Salton,1,20,9,8,73.0,178,0,0,2570,,,,,,,,,,,,,,,,,,, 
1055,10,4,3,Marcel Zielinski,1,22,9,8,,,0,0,2924,,,,,,,,,,,,,,,,,,, 
1056,10,4,3,Theo Arribage,1,22,9,8,83.0,191,0,0,3386,,,,,,,,,,,,,,,,,,, 
1057,10,4,3,Valentin Vanta,1,25,9,8,67.0,180,0,0,2684,,,,,,,,,,,,,,,,,,, 
1058,10,4,3,Gabriel Roveri Sidney,1,25,9,9,81.0,185,0,0,3317,,,,,,,,,,,,,,,,,,, 
1059,10,4,3,Ezequiel Simonit,1,21,9,9,73.0,175,0,0,2944,,,,,,,,,,,,,,,,,,, 
1060,10,4,3,Kai Lemstra,1,23,9,10,72.0,188,0,0,3245,,,,,,,,,,,,,,,,,,, 
1060,10,4,3,Pol Toledo Bague,1,28,9,10,72.0,178,0,0,4077,,,,,,,,,,,,,,,,,,, 
1062,10,4,3,Thantub Suksumrarn,1,21,9,11,67.0,170,0,0,3156,,,,,,,,,,,,,,,,,,, 
1062,10,4,3,Elio Jose Ribeiro Lago,1,24,9,11,85.0,196,0,0,2901,,,,,,,,,,,,,,,,,,, 
1062,10,4,3,Luciano Doria,1,29,9,11,78.0,180,0,0,3281,,,,,,,,,,,,,,,,,,, 
1065,10,4,3,Daniel Bagnolini,1,19,9,11,,,0,0,3902,,,,,,,,,,,,,,,,,,, 
1066,10,4,3,Chien-hsun Lo,1,24,9,11,65.0,168,0,0,3144,,,,,,,,,,,,,,,,,,, 
1067,10,4,3,Ignacio Antonio Becerra Otarola,1,22,9,12,73.0,170,0,0,3482,,,,,,,,,,,,,,,,,,, 
1068,10,4,3,Alexis Boureau,1,26,9,12,,,0,0,3713,,,,,,,,,,,,,,,,,,, 
1069,10,4,3,Federico Campana,1,24,9,12,,,0,0,3412,,,,,,,,,,,,,,,,,,, 
1070,10,4,3,Giorgio Ricca,1,27,9,12,80.0,193,0,0,3138,,,,,,,,,,,,,,,,,,, 
1071,10,4,3,Eero Vasa,0,25,9,13,79.0,188,1,0,4348,,,,,,,,,,,,,,,,,,, 
1072,10,4,3,Alexander Petrov,1,21,9,13,84.0,188,0,0,3396,,,,,,,,,,,,,,,,,,, 
1073,10,4,3,Matthew Christopher Romios,1,23,9,14,73.0,183,0,0,5988,,,,,,,,,,,,,,,,,,, 
1074,10,4,3,Louroi Martinez,1,24,9,14,80.0,188,0,0,3750,,,,,,,,,,,,,,,,,,, 
1075,10,4,3,Luca Castelnuovo,0,25,9,14,71.0,185,0,0,4259,,,,,,,,,,,,,,,,,,, 
1075,10,4,3,Yann Wojcik,1,26,9,14,74.0,185,0,0,3927,,,,,,,,,,,,,,,,,,, 
1077,10,4,3,Nicolas Bruna,1,23,9,15,78.0,188,0,0,4929,,,,,,,,,,,,,,,,,,, 
1078,10,4,3,Nikolay Vylegzhanin,1,22,9,15,,,0,0,4094,,,,,,,,,,,,,,,,,,, 
1079,10,4,3,Jacob Brumm,1,24,9,16,73.0,180,0,0,4070,,,,,,,,,,,,,,,,,,, 
1080,10,4,3,Rishi Reddy,1,24,9,18,75.0,188,0,0,4404,,,,,,,,,,,,,,,,,,, 
1081,10,4,3,Kento Takeuchi,1,35,9,19,,,0,0,5376,,,,,,,,,,,,,,,,,,, 
1082,10,4,3,James Watt,1,22,8,1,,,0,0,1428,,,,,,,,,,,,,,,,,,, 
1083,10,4,3,Mario Vilella Martinez,1,27,8,2,74.0,178,0,0,68749,,,,,,,,,,,,,,,,,,, 
1084,10,4,3,Jaroslav Pospisil,1,41,8,2,75.0,175,0,0,1471,,,,,,,,,,,,,,,,,,, 
1085,10,4,3,Jacob Bickersteth,1,20,8,3,,,0,0,1567,,,,,,,,,,,,,,,,,,, 
1086,10,4,3,Gleb Sakharov,1,34,8,4,80.0,185,0,0,2158,,,,,,,,,,,,,,,,,,, 
1087,10,4,3,Cleeve Harper,1,22,8,5,82.0,180,0,0,2252,,,,,,,,,,,,,,,,,,, 
1088,10,4,3,Ryan Shane,1,28,8,5,89.0,193,0,0,2139,,,,,,,,,,,,,,,,,,, 
1089,10,4,3,Antoine Ghibaudo,1,17,8,5,70.0,191,0,0,2236,,,,,,,,,,,,,,,,,,, 
1090,10,4,3,Alex Kuperstein,1,24,8,6,,,0,0,2191,,,,,,,,,,,,,,,,,,, 
1091,10,4,3,Stijn Slump,1,23,8,7,84.0,185,0,0,2208,,,,,,,,,,,,,,,,,,, 
1092,10,4,3,Aidan Kim,1,18,8,7,82.0,191,0,0,2305,,,,,,,,,,,,,,,,,,, 
1093,10,4,3,Lucas Poullain,1,27,8,7,68.0,175,0,0,3747,,,,,,,,,,,,,,,,,,, 
1094,10,4,3,Mateo Nicolas Martinez,1,28,8,7,,,0,0,2320,,,,,,,,,,,,,,,,,,, 
1095,10,4,3,Vasile Antonescu,1,32,8,8,82.0,183,0,0,2701,,,,,,,,,,,,,,,,,,, 
1096,10,4,3,Eduardo Nava,1,25,8,8,75.0,180,0,0,4169,,,,,,,,,,,,,,,,,,, 
1097,10,4,3,Yan Sabanin,1,32,8,8,88.0,191,0,0,2564,,,,,,,,,,,,,,,,,,, 
1097,10,4,3,Jakob Schnaitter,1,26,8,8,73.0,183,0,0,2392,,,,,,,,,,,,,,,,,,, 
1099,10,4,3,Simon Freund,1,26,8,9,75.0,178,0,0,3231,,,,,,,,,,,,,,,,,,, 
1100,10,4,3,Aleksandr Braynin,1,23,8,9,85.0,201,0,0,2847,,,,,,,,,,,,,,,,,,, 
1101,10,4,3,Kuzey Cekirge,1,22,8,10,,,0,0,3264,,,,,,,,,,,,,,,,,,, 
1102,10,4,3,Joshua Paris,1,26,8,11,85.0,188,,,,,,,,,,,,,,,,,,,,,, 
1103,10,4,3,Leonardo Rossi,1,20,8,11,80.0,180,0,0,2688,,,,,,,,,,,,,,,,,,, 
1104,10,4,3,Giuseppe Tresca,1,24,8,12,75.0,178,0,0,3623,,,,,,,,,,,,,,,,,,, 
1105,10,4,3,Maxim Shin,1,19,8,12,75.0,181,0,0,3361,,,,,,,,,,,,,,,,,,, 
1106,10,4,3,Matvey Minin,1,21,8,12,81.0,185,0,0,3528,,,,,,,,,,,,,,,,,,, 
1107,10,4,3,Luka Pavlovic,1,22,8,12,,,0,0,3208,,,,,,,,,,,,,,,,,,, 
1108,10,4,3,Jonas Trinker,1,27,8,12,83.0,196,0,0,3146,,,,,,,,,,,,,,,,,,, 
1109,10,4,3,Loic Cloes,1,24,8,13,,,0,0,3542,,,,,,,,,,,,,,,,,,, 
1110,10,4,3,Mehdi Sadaoui,1,19,8,15,,,0,0,3760,,,,,,,,,,,,,,,,,,, 
1111,10,4,3,Daniel Antonio Nunez,1,21,8,16,70.0,,0,0,5950,,,,,,,,,,,,,,,,,,, 
1112,10,4,3,Tom Evans,1,21,8,17,70.0,180,0,0,4306,,,,,,,,,,,,,,,,,,, 
1113,10,4,3,Erik Arutiunian,1,18,8,18,88.0,191,0,0,3412,,,,,,,,,,,,,,,,,,, 
1114,10,4,3,Jesse Flores,1,27,8,21,82.0,188,0,0,5561,,,,,,,,,,,,,,,,,,, 
1115,10,4,3,Gabriele Bosio,1,22,8,21,80.0,,0,0,4576,,,,,,,,,,,,,,,,,,, 
1116,10,4,3,Gorazd Srbljak,1,25,8,23,,,0,0,5270,,,,,,,,,,,,,,,,,,, 
1117,10,4,3,Matas Vasiliauskas,1,20,8,24,,,0,0,5042,,,,,,,,,,,,,,,,,,, 
1118,10,4,3,Blaz Rola,0,32,7,3,85.0,193,0,1,20372,,,,,,,,,,,,,,,,,,, 
1119,10,4,3,Yuta Kawahashi,1,24,7,4,65.0,175,0,0,1605,,,,,,,,,,,,,,,,,,, 
1119,10,4,3,Antoine Vincent,1,24,7,4,,,0,0,1777,,,,,,,,,,,,,,,,,,, 
1119,10,4,3,Branko Djuric,1,17,7,4,,,0,0,1605,,,,,,,,,,,,,,,,,,, 
1122,10,4,3,Joshua Lapadat,1,20,7,5,76.0,185,0,0,2056,,,,,,,,,,,,,,,,,,, 
1123,10,4,3,Cesar Bourgois,1,25,7,5,,,0,0,1933,,,,,,,,,,,,,,,,,,, 
1124,10,4,3,Finn Bass,1,23,7,5,80.0,180,0,0,2202,,,,,,,,,,,,,,,,,,, 
1125,10,4,3,Samir Banerjee,1,19,7,5,,,0,0,2559,,,,,,,,,,,,,,,,,,, 
1126,10,4,3,Vaclav Safranek,1,28,7,6,82.0,183,0,0,3296,,,,,,,,,,,,,,,,,,, 
1126,10,4,3,Jack Loutit,1,18,7,6,,,0,0,2177,,,,,,,,,,,,,,,,,,, 
1128,10,4,3,Jae Hwan Kim,1,28,7,6,85.0,183,0,0,1839,,,,,,,,,,,,,,,,,,, 
1129,10,4,3,Lorenzo Lorusso,1,22,7,6,90.0,188,0,0,2272,,,,,,,,,,,,,,,,,,, 
1130,10,4,3,Antonin Bolardt,1,24,7,6,75.0,180,0,0,2434,,,,,,,,,,,,,,,,,,, 
1131,10,4,3,Cristobal Castro,1,29,7,7,78.0,170,0,0,2286,,,,,,,,,,,,,,,,,,, 
1131,10,4,3,David Perez Sanz,1,28,7,7,78.0,180,0,0,1996,,,,,,,,,,,,,,,,,,, 
1131,10,4,3,Cengiz Aksu,1,24,7,7,74.0,183,0,0,1840,,,,,,,,,,,,,,,,,,, 
1134,10,4,3,Aliaksandr Liaonenka,1,23,7,7,88.0,196,0,0,2386,,,,,,,,,,,,,,,,,,, 
1135,10,4,3,Sanhui Shin,1,25,7,7,83.0,178,0,0,2602,,,,,,,,,,,,,,,,,,, 
1136,10,4,3,Demetris Azoides,1,22,7,7,,,0,0,2056,,,,,,,,,,,,,,,,,,, 
1137,10,4,3,Hunter Heck,1,20,7,8,73.0,173,0,0,3174,,,,,,,,,,,,,,,,,,, 
1138,10,4,3,Vishnu Vardhan,1,35,7,8,84.0,188,0,0,2412,,,,,,,,,,,,,,,,,,, 
1139,10,4,3,Roi Ginat,1,21,7,9,,,0,0,2884,,,,,,,,,,,,,,,,,,, 
1140,10,4,3,Gabriele Moghini,1,26,7,10,83.0,193,0,0,2947,,,,,,,,,,,,,,,,,,, 
1141,10,4,3,Cooper Williams,1,17,7,10,83.0,191,0,0,2706,,,,,,,,,,,,,,,,,,, 
1141,10,4,3,Jakub Wojcik,1,25,7,10,,,0,0,2914,,,,,,,,,,,,,,,,,,, 
1143,10,4,3,Juli·n Gimenez,1,21,7,11,82.0,183,0,0,2723,,,,,,,,,,,,,,,,,,, 
1144,10,4,3,Fletcher Scott,1,24,7,11,82.0,191,0,0,2680,,,,,,,,,,,,,,,,,,, 
1145,10,4,3,Obrad Markovski,1,22,7,12,,,0,0,3312,,,,,,,,,,,,,,,,,,, 
1146,10,4,3,Justin Roberts,1,26,7,12,85.0,183,0,0,2924,,,,,,,,,,,,,,,,,,, 
1147,10,4,3,Tomohiro Masabayashi,1,24,7,12,70.0,170,0,0,3538,,,,,,,,,,,,,,,,,,, 
1147,10,4,3,Petr Bar Biryukov,1,20,7,12,85.0,196,0,0,3382,,,,,,,,,,,,,,,,,,, 
1147,10,4,3,Luka Mikrut,1,18,7,12,,,0,0,3384,,,,,,,,,,,,,,,,,,, 
1150,10,4,3,Marko Stakusic,1,19,7,12,82.0,191,0,0,4374,,,,,,,,,,,,,,,,,,, 
1151,10,4,3,Kalman L. Boyd,1,25,7,13,,,0,0,2931,,,,,,,,,,,,,,,,,,, 
1152,10,4,3,Marco De Rossi,1,25,7,13,,,0,0,3704,,,,,,,,,,,,,,,,,,, 
1153,10,4,3,Facundo Yunis,1,20,7,15,85.0,191,0,0,3633,,,,,,,,,,,,,,,,,,, 
1154,10,4,3,Joao Marcos Nusdeo,1,28,7,16,72.0,178,0,0,3704,,,,,,,,,,,,,,,,,,, 
1154,10,4,3,Alessandro Ragazzi,1,26,7,16,,,0,0,3668,,,,,,,,,,,,,,,,,,, 
1156,10,4,3,Gabriel Tumasonis,1,26,7,17,80.0,175,,,,,,,,,,,,,,,,,,,,,, 
1157,10,4,3,Mario Mansilla Diez,1,20,7,20,75.0,180,0,0,5519,,,,,,,,,,,,,,,,,,, 
1158,10,4,3,Preston Brown,1,21,7,23,82.0,198,0,0,5028,,,,,,,,,,,,,,,,,,, 
1159,10,4,3,Harri Heliovaara,1,33,6,1,82.0,188,,,,,,,,,,,,,,,,,,,,,, 
1159,10,4,3,Hugo Nys,0,31,6,1,78.0,185,0,1,8945,,,,,,,,,,,,,,,,,,, 
1161,10,4,3,Victor Nunez,1,31,6,2,90.0,173,0,0,1300,,,,,,,,,,,,,,,,,,, 
1161,10,4,3,N.Sriram Balaji,1,32,6,2,76.0,180,,,,,,,,,,,,,,,,,,,,,, 
1161,10,4,3,Evan King,1,30,6,2,79.0,185,0,0,5035,,,,,,,,,,,,,,,,,,, 
1164,10,4,3,Diego Hidalgo,1,29,6,3,81.0,180,0,0,1979,,,,,,,,,,,,,,,,,,, 
1165,10,4,3,Kaito Uesugi,1,27,6,3,70.0,180,0,0,1850,,,,,,,,,,,,,,,,,,, 
1166,10,4,3,Matteo Viola,1,35,6,4,80.0,185,0,0,4275,,,,,,,,,,,,,,,,,,, 
1166,10,4,3,Hudson Rivera,1,18,6,4,75.0,188,0,0,3293,,,,,,,,,,,,,,,,,,, 
1168,10,4,3,Robin Catry,1,20,6,4,83.0,196,0,0,1597,,,,,,,,,,,,,,,,,,, 
1168,10,4,3,Filip Jeff Planinsek,1,21,6,4,,,0,0,1597,,,,,,,,,,,,,,,,,,, 
1168,10,4,3,Andrew Rogers,1,24,6,4,84.0,,0,0,1555,,,,,,,,,,,,,,,,,,, 
1171,10,4,3,Asahi Harazaki,1,18,6,4,67.0,163,0,0,1510,,,,,,,,,,,,,,,,,,, 
1172,10,4,3,Taketo Takamisawa,1,24,6,5,77.0,175,0,0,1894,,,,,,,,,,,,,,,,,,, 
1172,10,4,3,Jeffrey Von Der Schulenburg,1,20,6,5,77.0,183,0,0,2224,,,,,,,,,,,,,,,,,,, 
1174,10,4,3,Rei Sakamoto,1,16,6,6,,,0,0,1815,,,,,,,,,,,,,,,,,,, 
1175,10,4,3,Bjorn Swenson,1,19,6,6,82.0,188,,,,,,,,,,,,,,,,,,,,,, 
1176,10,4,3,Dalwinder Singh,1,26,6,6,68.0,180,0,0,1894,,,,,,,,,,,,,,,,,,, 
1177,10,4,3,Yamato Sueoka,1,19,6,6,70.0,168,0,0,1964,,,,,,,,,,,,,,,,,,, 
1178,10,4,3,Mac Kiger,1,24,6,7,79.0,185,0,0,2637,,,,,,,,,,,,,,,,,,, 
1178,10,4,3,M Rifki Fitriadi,0,23,6,7,,,1,1,2703,,,,,,,,,,,,,,,,,,, 
1180,10,4,3,Paul Inchauspe,1,18,6,7,,,0,0,2050,,,,,,,,,,,,,,,,,,, 
1181,10,4,3,Elgin Khoeblal,1,21,6,7,,,0,0,2365,,,,,,,,,,,,,,,,,,, 
1181,10,4,3,Adrien Gobat,1,21,6,7,,,0,0,2248,,,,,,,,,,,,,,,,,,, 
1183,10,4,3,Faisal Qamar,1,23,6,7,,,0,0,2240,,,,,,,,,,,,,,,,,,, 
1184,10,4,3,Ron Ellouck,1,18,6,7,,,0,0,2126,,,,,,,,,,,,,,,,,,, 
1185,10,4,3,Linh Giang Trinh,0,25,6,7,70.0,183,0,1,2392,,,,,,,,,,,,,,,,,,, 
1186,10,4,3,Frane Nincevic,1,23,6,8,78.0,183,0,0,2396,,,,,,,,,,,,,,,,,,, 
1187,10,4,3,Jirat Navasirisomboon,1,26,6,8,60.0,175,0,0,2569,,,,,,,,,,,,,,,,,,, 
1187,10,4,3,Charlie Camus,1,16,6,8,65.0,175,0,0,2492,,,,,,,,,,,,,,,,,,, 
1187,10,4,3,Millen Hurrion,1,23,6,8,90.0,191,0,0,2750,,,,,,,,,,,,,,,,,,, 
1187,10,4,3,Vitor Leal,1,23,6,8,90.0,193,0,0,2490,,,,,,,,,,,,,,,,,,, 
1191,10,4,3,Jordan Smith,1,26,6,9,83.0,185,0,0,2496,,,,,,,,,,,,,,,,,,, 
1192,10,4,3,Nicholas Bybel,1,29,6,9,82.0,174,,,,,,,,,,,,,,,,,,,,,, 
1193,10,4,3,Noah Schachter,1,23,6,9,82.0,188,0,0,2740,,,,,,,,,,,,,,,,,,, 
1194,10,4,3,Brandon Murphy,1,22,6,10,,,0,0,3314,,,,,,,,,,,,,,,,,,, 
1194,10,4,3,Thanapet Chanta,1,23,6,10,,,0,0,2945,,,,,,,,,,,,,,,,,,, 
1196,10,4,3,Ko Suzuki,1,31,6,10,,,0,0,3164,,,,,,,,,,,,,,,,,,, 
1197,10,4,3,Daniil Ostapenkov,1,19,6,11,,,0,0,3314,,,,,,,,,,,,,,,,,,, 
1198,10,4,3,Javier Molino,1,21,6,11,77.0,168,0,0,3184,,,,,,,,,,,,,,,,,,, 
1199,10,4,3,Giovanni Calvano,1,24,6,12,,,0,0,3064,,,,,,,,,,,,,,,,,,, 
1200,10,4,3,Hugo Pontico,1,25,6,12,70.0,180,0,0,3394,,,,,,,,,,,,,,,,,,, 
1201,10,4,3,Alexandr Binda,1,21,6,12,67.0,175,0,0,3627,,,,,,,,,,,,,,,,,,, 
1202,10,4,3,Samir Hamza Reguig,1,20,6,13,70.0,183,0,0,3262,,,,,,,,,,,,,,,,,,, 
1203,10,4,3,Michal Novansky,1,20,6,13,,,0,0,3166,,,,,,,,,,,,,,,,,,, 
1204,10,4,3,Giannicola Misasi,1,22,6,13,,,0,0,3296,,,,,,,,,,,,,,,,,,, 
1205,10,4,3,Omar Brigida,1,23,6,14,,,0,0,3176,,,,,,,,,,,,,,,,,,, 
1206,10,4,3,Andrea Gola,1,21,6,16,70.0,183,0,0,3472,,,,,,,,,,,,,,,,,,, 
1207,10,4,3,Dostanbek Tashbulatov,1,22,6,17,70.0,175,0,0,4684,,,,,,,,,,,,,,,,,,, 
1208,10,4,3,Naoki Tajima,1,22,6,20,73.0,173,0,0,4562,,,,,,,,,,,,,,,,,,, 
1209,10,4,3,Matej Sabanov,1,30,5,1,74.0,178,,,,,,,,,,,,,,,,,,,,,, 
1210,10,4,3,Victor Vlad Cornea,1,29,5,3,80.0,196,,,,,,,,,,,,,,,,,,,,,, 
1210,10,4,3,Dragos Dima,1,30,5,3,70.0,180,0,0,1619,,,,,,,,,,,,,,,,,,, 
1212,10,4,3,James Story,1,21,5,4,,,0,0,1688,,,,,,,,,,,,,,,,,,, 
1213,10,4,3,Jakub Nicod,1,18,5,4,77.0,183,0,0,1618,,,,,,,,,,,,,,,,,,, 
1213,10,4,3,Luis Carlos Alvarez,0,18,5,4,,,1,0,5181,,,,,,,,,,,,,,,,,,, 
1215,10,4,3,Sanjar Fayziev,0,28,5,5,73.0,188,1,1,2951,,,,,,,,,,,,,,,,,,, 
1216,10,4,3,Karlis Ozolins,0,20,5,5,93.0,196,1,1,2198,,,,,,,,,,,,,,,,,,, 
1216,10,4,3,Francisco Tomas Geschwind,1,19,5,5,64.0,170,0,0,1547,,,,,,,,,,,,,,,,,,, 
1218,10,4,3,Nicolas Villalon,1,18,5,5,78.0,180,0,0,1844,,,,,,,,,,,,,,,,,,, 
1219,10,4,3,Ronan Jachuck,1,21,5,5,77.0,188,0,0,1712,,,,,,,,,,,,,,,,,,, 
1220,10,4,3,Eric Hadigian,1,23,5,6,,,0,0,1896,,,,,,,,,,,,,,,,,,, 
1221,10,4,3,Ethan Cook,1,19,5,6,73.0,175,0,0,2500,,,,,,,,,,,,,,,,,,, 
